element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,GW,minutes_played,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,Cost,transfers_balance,selected,transfers_in,transfers_out
463,5,15,0,False,2024-08-17 14:00:00+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,0,3466,0,0
463,18,16,0,True,2024-08-24 14:00:00+00:00,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-1088,2405,22,1110
463,22,4,4,False,2024-08-31 14:00:00+00:00,3,1,3,8,0,1,0,0,0,0,0,0,0,0,0,11.0,17.6,11.4,9.0,3.8,0,0.07,0.06,0.13,0.19,5.0,-427,2112,112,539
463,38,14,1,True,2024-09-14 11:30:00+00:00,0,3,4,27,0,0,0,1,0,0,0,0,0,0,0,5.0,5.8,0.3,0.0,0.6,0,0.00,0.00,0.00,0.82,5.0,277,2883,603,326
463,48,10,4,True,2024-09-21 14:00:00+00:00,1,1,5,58,0,1,0,0,0,0,0,1,0,0,1,19.0,19.6,14.5,1.0,3.5,1,0.03,0.05,0.08,1.08,5.0,50,3059,297,247
463,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,20,0,0,0,0,0,0,0,1,0,0,0,0.0,1.2,3.5,5.0,1.0,0,0.05,0.08,0.13,0.09,5.0,300,3555,610,310
463,61,1,0,False,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-107,3565,338,445
464,5,15,0,False,2024-08-17 14:00:00+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,0,7767,0,0
464,18,16,0,True,2024-08-24 14:00:00+00:00,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-1718,6084,69,1787
464,22,4,0,False,2024-08-31 14:00:00+00:00,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-446,6014,335,781
464,38,14,0,True,2024-09-14 11:30:00+00:00,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,130,7215,687,557
464,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-73,7524,254,327
464,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-91,7758,369,460
464,61,1,0,False,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-81,7970,256,337
465,5,15,0,False,2024-08-17 14:00:00+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,0,23928,0,0
465,18,16,0,True,2024-08-24 14:00:00+00:00,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-849,25145,888,1737
465,22,4,0,False,2024-08-31 14:00:00+00:00,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-3262,21827,0,3262
465,38,14,0,True,2024-09-14 11:30:00+00:00,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-3240,18655,0,3240
465,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-1097,17610,0,1097
465,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-2769,14847,0,2769
465,61,1,0,False,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-742,14120,0,742
466,5,15,0,False,2024-08-17 14:00:00+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,0,25648,0,0
466,18,16,0,True,2024-08-24 14:00:00+00:00,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,264,28294,1136,872
466,22,4,0,False,2024-08-31 14:00:00+00:00,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,1187,30848,3109,1922
466,38,14,0,True,2024-09-14 11:30:00+00:00,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-606,31077,2134,2740
466,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-256,31057,719,975
466,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-1244,30027,1877,3121
466,61,1,0,False,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,284,30612,1050,766
467,5,15,0,False,2024-08-17 14:00:00+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,0,6978,0,0
467,18,16,0,True,2024-08-24 14:00:00+00:00,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-879,7563,112,991
467,22,4,0,False,2024-08-31 14:00:00+00:00,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-860,7344,164,1024
467,38,14,0,True,2024-09-14 11:30:00+00:00,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-633,6914,161,794
467,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-326,6693,62,388
467,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-311,6463,67,378
467,61,1,1,False,2024-10-05 14:00:00+00:00,3,1,7,73,0,0,0,2,0,0,0,0,0,0,0,2.0,19.4,1.9,0.0,2.1,1,0.00,0.00,0.00,2.13,4.3,-207,6334,88,295
468,5,15,0,False,2024-08-17 14:00:00+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,0,8265,0,0
468,18,16,0,True,2024-08-24 14:00:00+00:00,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-1246,8662,467,1713
468,22,4,0,False,2024-08-31 14:00:00+00:00,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-2154,6765,315,2469
468,38,14,0,True,2024-09-14 11:30:00+00:00,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-1703,5104,0,1703
468,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-595,4550,0,595
468,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-386,4162,0,386
468,61,1,0,False,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-297,3876,0,297
469,5,15,2,False,2024-08-17 14:00:00+00:00,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,1,0.00,0.00,0.00,0.25,4.5,0,13740,0,0
469,18,16,4,True,2024-08-24 14:00:00+00:00,0,1,2,90,0,0,0,1,0,0,0,0,0,7,0,19.0,52.0,0.0,0.0,5.2,1,0.00,0.00,0.00,2.45,4.5,1203,18825,2760,1557
469,22,4,0,False,2024-08-31 14:00:00+00:00,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,3097,24742,6413,3316
469,38,14,0,True,2024-09-14 11:30:00+00:00,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-3031,22549,1528,4559
469,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-1957,21102,957,2914
469,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-2306,19018,162,2468
469,61,1,0,False,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.4,-895,18362,211,1106
470,5,15,0,False,2024-08-17 14:00:00+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,0,9474,0,0
470,18,16,0,True,2024-08-24 14:00:00+00:00,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-1202,10265,674,1876
470,22,4,0,False,2024-08-31 14:00:00+00:00,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-857,10340,1164,2021
470,38,14,0,True,2024-09-14 11:30:00+00:00,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,83,11665,2139,2056
470,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-315,11791,914,1229
470,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,181,12457,1534,1353
470,61,1,1,False,2024-10-05 14:00:00+00:00,3,1,7,16,0,0,0,1,0,0,0,0,0,0,0,4.0,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.70,4.9,749,13788,2030,1281
471,5,15,2,False,2024-08-17 14:00:00+00:00,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,13.0,4.8,7.7,28.0,4.1,1,0.31,0.25,0.56,0.25,5.0,0,4947,0,0
471,18,16,2,True,2024-08-24 14:00:00+00:00,0,1,2,83,0,0,0,1,0,0,0,0,0,0,0,9.0,0.0,7.8,0.0,0.7,1,0.00,0.01,0.01,2.45,5.0,32,5840,579,547
471,22,4,1,False,2024-08-31 14:00:00+00:00,3,1,3,45,0,0,0,1,0,0,0,0,0,0,0,6.0,15.8,41.4,4.0,6.1,1,0.00,0.28,0.28,0.97,5.0,-519,5617,359,878
471,38,14,0,True,2024-09-14 11:30:00+00:00,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-671,5186,290,961
471,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-918,4294,34,952
471,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-767,3544,14,781
471,61,1,0,False,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-475,3081,43,518
472,5,15,1,False,2024-08-17 14:00:00+00:00,1,0,1,90,0,0,0,1,0,0,0,1,0,0,0,6.0,12.2,16.6,4.0,3.3,1,0.00,0.04,0.04,0.25,4.0,0,21269,0,0
472,18,16,2,True,2024-08-24 14:00:00+00:00,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,7.0,16.4,4.7,0.0,2.1,1,0.00,0.03,0.03,2.45,4.0,4565,34328,6819,2254
472,22,4,1,False,2024-08-31 14:00:00+00:00,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,-4.0,0.0,4.2,7.0,1.1,1,0.23,0.02,0.25,2.78,4.0,25703,70610,34529,8826
472,38,14,-2,True,2024-09-14 11:30:00+00:00,0,3,4,78,0,0,0,3,0,0,0,0,1,0,0,-5.0,13.4,1.6,0.0,1.5,1,0.00,0.01,0.01,1.90,4.0,27550,102429,40803,13253
472,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-16236,83673,501,16737
472,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-9578,74370,216,9794
472,61,1,0,False,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-4835,70047,516,5351
473,5,15,0,False,2024-08-17 14:00:00+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,0,64653,0,0
473,18,16,0,True,2024-08-24 14:00:00+00:00,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-7795,57433,1227,9022
473,22,4,0,False,2024-08-31 14:00:00+00:00,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-506,58148,7489,7995
473,38,14,1,True,2024-09-14 11:30:00+00:00,0,3,4,28,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.2,0.0,0.1,0,0.00,0.00,0.00,0.82,4.5,19555,79532,37132,17577
473,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,31,0,0,0,1,0,0,0,1,0,0,0,-3.0,0.0,1.8,5.0,0.6,0,0.04,0.01,0.05,0.61,4.5,116817,209798,134274,17457
473,52,3,1,False,2024-09-30 19:00:00+00:00,3,1,6,45,0,0,0,0,0,0,0,0,0,0,0,3.0,5.8,3.7,4.0,1.4,0,0.13,0.01,0.14,0.41,4.6,141937,357542,201208,59271
473,61,1,1,False,2024-10-05 14:00:00+00:00,3,1,7,26,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,1,0.00,0.00,0.00,0.72,4.6,54296,411520,82532,28236
474,5,15,1,False,2024-08-17 14:00:00+00:00,1,0,1,45,0,0,0,1,0,0,0,0,0,0,0,6.0,6.0,15.1,2.0,2.3,1,0.00,0.22,0.22,0.25,4.5,0,13339,0,0
474,18,16,2,True,2024-08-24 14:00:00+00:00,0,1,2,71,0,0,0,1,0,0,0,0,0,0,0,13.0,17.8,6.1,1.0,2.5,1,0.02,0.07,0.09,2.14,4.5,-318,14982,851,1169
474,22,4,7,False,2024-08-31 14:00:00+00:00,3,1,3,90,1,0,0,3,0,0,0,0,0,0,0,21.0,58.6,31.8,27.0,11.7,1,0.18,0.33,0.51,2.78,4.5,-919,14874,598,1517
474,38,14,1,True,2024-09-14 11:30:00+00:00,0,3,4,90,0,0,0,3,0,0,0,0,0,0,0,13.0,17.8,27.6,5.0,5.0,1,0.04,0.17,0.21,2.67,4.5,9169,28080,12616,3447
474,48,10,2,True,2024-09-21 14:00:00+00:00,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,9.0,19.6,12.8,4.0,3.6,1,0.00,0.03,0.03,1.69,4.5,2765,31524,6409,3644
474,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,90,0,0,0,3,0,0,0,1,0,0,0,0.0,10.4,11.5,2.0,2.4,1,0.00,0.03,0.03,1.38,4.5,-1302,30232,2209,3511
474,61,1,1,False,2024-10-05 14:00:00+00:00,3,1,7,89,0,0,0,3,0,0,0,0,0,0,0,-5.0,6.8,14.4,2.0,2.3,1,0.00,0.14,0.14,2.30,4.5,-2403,28145,1359,3762
475,5,15,0,False,2024-08-17 14:00:00+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,0,514848,0,0
475,18,16,1,True,2024-08-24 14:00:00+00:00,0,1,2,14,0,0,0,0,0,0,0,0,0,0,0,3.0,0.8,1.6,2.0,0.4,0,0.00,0.01,0.01,0.19,4.0,-24087,508089,9161,33248
475,22,4,0,False,2024-08-31 14:00:00+00:00,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-23124,492684,19475,42599
475,38,14,0,True,2024-09-14 11:30:00+00:00,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,-34750,462007,17583,52333
475,48,10,1,True,2024-09-21 14:00:00+00:00,1,1,5,90,0,0,0,1,0,0,0,1,0,0,0,10.0,23.0,1.7,0.0,2.5,1,0.00,0.00,0.00,1.69,4.0,-18455,445226,5438,23893
475,52,3,1,False,2024-09-30 19:00:00+00:00,3,1,6,90,0,0,0,3,0,0,0,0,0,0,0,10.0,34.8,17.7,0.0,5.3,1,0.00,0.07,0.07,1.38,4.0,-19226,427778,8562,27788
475,61,1,1,False,2024-10-05 14:00:00+00:00,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.54,4.0,-12645,416188,6013,18658
476,5,15,2,False,2024-08-17 14:00:00+00:00,1,0,1,80,0,0,0,1,0,0,0,0,0,0,0,8.0,2.0,10.9,8.0,2.1,1,0.06,0.08,0.14,0.25,4.5,0,40395,0,0
476,18,16,2,True,2024-08-24 14:00:00+00:00,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13.0,21.0,4.2,20.0,4.5,1,0.10,0.02,0.12,2.45,4.5,674,47081,3516,2842
476,22,4,1,False,2024-08-31 14:00:00+00:00,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,8.0,13.8,16.7,21.0,5.2,1,0.04,0.04,0.08,2.78,4.5,-504,48388,4110,4614
476,38,14,1,True,2024-09-14 11:30:00+00:00,0,3,4,90,0,0,0,3,0,0,0,0,0,0,0,1.0,15.6,1.6,4.0,2.1,1,0.00,0.03,0.03,2.67,4.5,-3346,46240,2817,6163
476,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-748,46480,2976,3724
476,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.5,-4400,42167,601,5001
476,61,1,0,False,2024-10-05 14:00:00+00:00,3,1,7,90,0,0,0,3,0,0,0,1,0,0,0,0.0,19.6,3.6,7.0,3.0,1,0.02,0.01,0.03,2.83,4.4,-3693,38803,461,4154
477,5,15,0,False,2024-08-17 14:00:00+00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,0,101631,0,0
477,18,16,0,True,2024-08-24 14:00:00+00:00,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,1386,122200,9930,8544
477,22,4,0,False,2024-08-31 14:00:00+00:00,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,5247,137066,17692,12445
477,38,14,0,True,2024-09-14 11:30:00+00:00,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,8149,152200,21539,13390
477,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,1546,155521,8374,6828
477,52,3,0,False,2024-09-30 19:00:00+00:00,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,2854,160794,11493,8639
477,61,1,0,False,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.0,2448,165482,9844,7396
515,7,2,0,True,2024-08-17 16:30:00+00:00,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,0,2853,0,0
515,14,7,0,False,2024-08-24 14:00:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,5.0,-397,3128,135,532
515,22,4,0,False,2024-08-31 14:00:00+00:00,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-291,3096,327,618
515,38,14,0,True,2024-09-14 11:30:00+00:00,0,3,4,26,0,0,0,1,0,0,0,1,0,0,0,3.0,5.4,2.0,2.0,0.9,0,0.00,0.00,0.00,0.82,4.9,70,3332,674,604
515,48,10,0,True,2024-09-21 14:00:00+00:00,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-142,3252,128,270
515,52,3,1,False,2024-09-30 19:00:00+00:00,3,1,6,45,0,0,0,3,0,0,0,0,0,0,0,9.0,6.2,1.5,5.0,1.3,1,0.16,0.00,0.16,0.97,4.9,-255,3073,76,331
515,61,1,0,False,2024-10-05 14:00:00+00:00,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,4.9,-140,2998,78,218
518,5,15,2,False,2024-08-17 14:00:00+00:00,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,12.0,19.4,43.3,7.0,7.0,1,0.11,0.10,0.21,0.25,5.0,0,5433,0,0
518,18,16,1,True,2024-08-24 14:00:00+00:00,0,1,2,90,0,0,0,1,0,0,0,1,0,0,0,13.0,17.6,14.9,2.0,3.5,1,0.00,0.06,0.06,2.45,5.0,-127,6240,360,487
518,22,4,2,False,2024-08-31 14:00:00+00:00,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,22.0,18.0,44.0,5.0,6.7,1,0.09,0.33,0.42,2.78,5.0,-643,5852,211,854
518,38,14,2,True,2024-09-14 11:30:00+00:00,0,3,4,90,0,0,0,3,0,0,0,0,0,0,0,8.0,8.8,8.5,6.0,2.3,1,0.00,0.02,0.02,2.67,4.9,-412,5719,469,881
518,48,10,1,True,2024-09-21 14:00:00+00:00,1,1,5,90,0,0,0,1,0,0,0,1,0,0,0,18.0,8.6,18.4,4.0,3.1,1,0.02,0.26,0.28,1.69,4.9,649,6607,1192,543
518,52,3,1,False,2024-09-30 19:00:00+00:00,3,1,6,90,0,0,0,3,0,0,0,1,0,0,0,13.0,9.4,30.7,0.0,4.0,1,0.00,0.14,0.14,1.38,4.9,-539,6072,253,792
518,61,1,2,False,2024-10-05 14:00:00+00:00,3,1,7,90,0,0,0,3,0,0,0,0,0,0,0,9.0,7.2,13.9,2.0,2.3,1,0.04,0.00,0.04,2.83,4.9,-346,5788,245,591
584,5,15,1,False,2024-08-17 14:00:00+00:00,1,0,1,70,0,0,0,1,0,0,0,1,0,0,0,-2.0,2.6,14.0,16.0,3.3,1,0.30,0.02,0.32,0.25,5.5,0,66244,0,0
584,18,16,2,True,2024-08-24 14:00:00+00:00,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,12.0,7.0,30.4,4.0,4.1,1,0.00,0.06,0.06,2.45,5.5,984,72863,8960,7976
584,22,4,2,False,2024-08-31 14:00:00+00:00,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,7.0,0.8,6.7,33.0,4.1,1,0.20,0.03,0.23,2.78,5.5,-12441,60838,3403,15844
584,38,14,2,True,2024-09-14 11:30:00+00:00,0,3,4,63,0,0,0,2,0,0,0,0,0,0,0,7.0,6.2,6.7,2.0,1.5,1,0.00,0.01,0.01,1.85,5.4,-11774,49799,3376,15150
584,48,10,1,True,2024-09-21 14:00:00+00:00,1,1,5,31,0,0,0,1,0,0,0,0,0,0,0,4.0,0.6,0.9,9.0,1.1,0,0.25,0.01,0.26,0.61,5.4,-2522,47893,4152,6674
584,52,3,1,False,2024-09-30 19:00:00+00:00,3,1,6,45,0,0,0,0,0,0,0,0,0,0,0,2.0,0.6,2.9,12.0,1.6,0,0.03,0.01,0.04,0.41,5.3,-12359,35467,518,12877
